id	subject	session	row	time	key	p_utts	p_form	p_lrb	p_obj	p_gloss	p_orient	p_mspd	p_g_type	p_gs_rel
10581101412	58	11	1412	0.00130995578912		see, he's making it go in the air.	iconic	R		using a controller		balls fist with thumb extended similar to a thumbs up gesture but pushes thumb down several times as though clicking a button	R.m	ADD.p
10590600087	59	6	87	00:09:34		he says Ssssss	iconic	L		wriggling	H=O	M wriggles downward facing palm as if it is the snake wriggling	R.m	ADD.p
10590700809	59	7	809	00:14:36	*	ok, sit down.	iconic	R		down	tracepath	M moves flat hand down, palm down	R.d	RF.d
10610400937	61	4	937	00:12:03		where's the little purple thing at?	iconic	R		hair band	H=H	M holds thumb an inch apart from index finger as if holding hair band	R.a	ADD.a
10610700978	61	7	978	00:46:51		throw the kids out.	Iconic	R		outward path	tracepath	M makes sweeping motion with hand in direction of location to discard cards	R.d	RF.d
10610700979	61	7	979	00:46:55			iconic-palm	R-R	C's cards to discard	C's cards to discard	tracepath.palm up	M makes sweeping motion with hand in direction of location to discard cards	R.d;DP	X;X
10610701025	61	7	1025	00:48:22		throw the green guy out.	Iconic	R		throwing out	H=H	M makes sweeping motion with hand in direction of location to discard cards	R.m	RF.p
10610800377	61	8	377	00:14:58		you see the boxes?	iconic - iconic	R		box - box	traceshape - traceshape	Tracing outline of box with index finger - tracing outline of box with index finger	R.a;R.a	RF.a;RF.a
10610800378	61	8	378	00:15:00		you see them?	iconic	R		box	traceshape	Tracing outline of box with index finger	R.a	ADD.a
10620101164	62	1	1164		*	we see some big --	iconic	B		big	H=H	arms held wide	R.a	RF.a
10620101165	62	1	1165	00:06:52	*	one time we seen this bird like this big.	iconic	B		size of bird	H=H	arms showing vertical height of bird	R.a	ADD.a
10620101442	62	1	1442	00:19:05		can you turn around?	iconic	L		(turning) around	tracepath	M moves hand in a circular path	R.d	RF.d
10620200336	62	2	336	00:22:54			Iconic	R		downward	tracepath	M moves palm flat downward 	R.d	X
10620400127	62	4	127	00:07:00		do you look at the bugs and the leaves --	iconic	R		looking (with magnifying glass)	H=H	M makes a fist as if holding a magnifying glass and moves it sideways 	R.m	RF.p
10620401117	62	4	1117	00:03:17		pound it.	iconic	R		pounding	H=H	M moving fist up and down as if pounding with hammer	R.m	RF.p
10620401152	62	4	1152	00:04:59		octopus has eight legs.	iconic	B		moving	H=O	M waving arms to mimick octopus moving its legs	R.m	ADD.p
10620401153	62	4	1153			big long legs.	iconic~	B		moving	H=O	M waving arms to mimick octopus moving its legs	R.m	ADD.p
10620401326	62	4	1326	00:12:43		a snake is long.	iconic	B		long	H=O	M holding fingers apart, gauging length of snake	R.a	RF.a
10620401327	62	4	1327	00:12:45		and skinny.	iconic	B		skinny	H=O	M brings slightly open fists together and slowly spreads them apart to mimick shape of snake	R.a	RF.a
10620500187	62	5	187	00:09:09		turn it to the right.	iconic	R		toward right	tracepath	M moves fist slightly to the right	R.d	RF.d
10620500724	62	5	724	00:37:14		whoa.	iconic	B		falling	B=B	M sweeps facing palms up and left towards her head to mimic C who has just fallen and landed with his head on the balloon	R.m	ADD.p
10620600790	62	6	790	00:32:18		no, you got to rub it a little.	iconic	R		rubbing	H=H	M swirling finger around above paper as if rubbing in glue	R.m	RF.p
10620700464	62	7	464	00:20:47		you got to find -- the way to the fire.	iconic-point	L-L	- fire on page	path of maze -fire on page	tracepath-touch	M traces path of maze to the fire on paper	R.d;DP	ADD.d;RF
10620700466	62	7	466	00:20:54		mmhm and you got to draw.	iconic	L		path of maze	tracepath	M traces path of maze to the fire on paper	R.d	ADD.d
10620700590	62	7	590	00:25:02		ok?	iconic	R		straight-line	traceshape	M making palm flat like the straight-line on the page and lining up with line on page, palm out	R.a	ADD.a
10620700591	62	7	591			can you --	iconic	R		square	traceshape	M traces outline of square on page	R.a	ADD.a
10620700592	62	7	592	00:25:03		it's a square.	iconic ~	R		square	traceshape	M traces outline of square on page	R.a	RF.a
10620700630	62	7	630	00:26:24		turn this way.	iconic	L		path of line	tracepath	M traces and follows dotted line at bottom of flash card	R.d	DA
10620700633	62	7	633	00:26:35		you want to hold them like this?	iconic	R		cutting	H=H	M pumping fingers as if she were operating scissors	R.m	DA
10620701186	62	7	1186	00:46:31		those sharp beaks.	iconic	R		bird's beak	H=O	M places finger near her mouth and moves it as if it were a beak	R.a	RF.a
10620701187	62	7	1187	00:46:32		they might peck you.	iconic~	R		pecking	H=O	M taps C's arm as if pecking him	R.m	RF.p
10620701193	62	7	1193	00:46:40		they waddle though, huh?	iconic	WB		waddling	B=O	M moves head and upper body back and forth as if waddling like a penguin	R.m	RF.p
10620701486	62	7	1486	00:56:31		and the giraffe's in the middle.	point~-iconic	R-R	giraffe in middle-	giraffe in middle-circling	H=O	M traces circle around giraffe to show C what to do with pencil	DP;R.m	RF;ADD.p
10620701489	62	7	1489	00:56:35		can you circle them?	iconic	R		circling	H=O	M traces circle around giraffe to show C what to do with pencil	R.m	RF.p
10620701587	62	7	1587	01:00:03		he's got big eyes.	iconic	L		eyes	traceshape	M traces owl's large round eyes w/index finger	R.a	RF.a
10620701588	62	7	1588	01:00:05			iconic	L		eyes	traceshape	M traces owl's large round eyes w/index finger	R.a	X
10620702184	62	7	2184	00:26:44		you cut them.	point-iconic	L-L	top of PlayDoh rope-	top of PlayDoh rope-cutting	tap-H=O	M touches sideways index finger to end of PlayDoh rope as if cutting it	DP;R.m	DA;RF.p
10620800132	62	8	132	00:04:33		they're the wings flying in the sky.	iconic	B		wings	H=O	M raises arms up and flaps them as if they were wings	R.a	RF.a
10620801759	62	8	1759	00:13:56		you go to Lake_Michigan, and you have this big square net.	iconic - iconic	B - B		big - square	traceshape - traceshpe	M holds hands out far apart then waves them above her head as if tracing the top of a square net	R.a;R.a	RF.a;RF.a
10620801760	62	8	1760	00:14:00		and you reel it down into the water.	iconic	B		reeling	H=H	M rotates hands as if she is holding and reeling out a fishing pole	R.m	RF.p
10620801761	62	8	1761	00:14:03		and these little fish.	iconic	R		small	H=O	holding up two fingers about 4 inches apart to indicate size of the fish	R.a	RF.a
10620801762	62	8	1762			they're called shmelt.	iconic~	R		small	H=O	holding up two fingers about 4 inches apart to indicate size of the fish	R.a	ADD.a
10620801763	62	8	1763		*2	they're like this big, Drew.	iconic~	R		small	H=O	holding up two fingers about 4 inches apart to indicate size of the fish	R.a	RF.a
10620801764	62	8	1764		*2	like that big.	iconic~	R		small	H=O	holding up two fingers about 4 inches apart to indicate size of the fish	R.a	RF.a
10620801765	62	8	1765	00:14:07		when they swim, they swim into the net and they get caught.	iconic-iconic	R-R		swimming-swimming	H=O-H=O	moves open palm forward slightly to indicate swimming fish-moves open palm forward slightly to indicate swimming fish	R.m;R.m	RF.p;RF.p
10620801766	62	8	1766	00:14:11		and then you pull the net up --	iconic	B		reeling/pulling	H=H	M moves fists up and down, alternating which is on top to indicate pulling on a rope to reel something in	R.m	RF.p
10620900794	62	9	794	00:33:47		line them up on there , Ok?	iconic	L		straight-line	trace.path of lined up bunnies	moves finger in a line	R.a	RF.a
10620900939	62	9	939	00:40:59		do you remember seeing those bats over there and they were like this big?	iconic	B		size of bat		holding two fingers up to indicate size of bat	R.a	RF.a
10620900941	62	9	941	00:41:00		and they had big long wings.	iconic	B		wings		stretching arms out like wings	R.a	RF.a
10620901121	62	9	1121	00:48:12			iconic	L		cut hair	trace.path that scissors would cut through hair	moves finger across child's hair as if it were scissors	R.d	X
10621000455	62	10	455	00:30:07		you know what, it gets clogged.	iconic	L		clogging	trace.path	closes fingers together towards each other.	R.m	RF.p
10621000575	62	10	575	00:40:09		with their snouts in their food.	iconic	H		pig's snoutin food		shaking head while lowering it toward table	R.m	ADD.p
10621000770	62	10	770	00:53:02		make some circles in that.	iconic	R		circles		index fingers makes small circles on paper	R.a	RF.a
10621000925	62	10	925	00:06:12		you have to do lots of them.	iconic	R		entire page		hand holding pen makes a circle in air over page	R.a	RF.a
10621100001	62	11	1			was it like that big?	iconic	l		length of fish		holds thumb and forefinger an inch apart	R.a	RF.a
10621101230	62	11	1230	0.0405892041733		no look+at they carry the detectors.	iconic	r		detecting mines		holds hand out in front as if holding on to a handle, moves hand slightly side to side	R.m	RF.p
10621200154	62	12	154	0.00382983678123		go one two three.	iconic	r		letter a	trace shape	traces letter a	R.a	ADD.a
10621200642	62	12	642			well you can't cross the lines remember?	iconic	r		crossing lines in maze	trace path	runs pencil over lines	R.m	RF.p
10621200968	62	12	968	0.0247519935059		seventeen inches, it's probably like this big.	iconic	b		seventeen inches		extends point fingers out about a foot apart	R.a	RF.a
10621200969	62	12	969			that's how big he could get.	iconic	b		seventeen inches big		holds hands about a foot apart	R.a	RF.a
10621201012	62	12	1012			and look+at, this person's handing them and he's going to take it and he's going to put it in his mouth.	iconic	r		trace path from food to elephant	trace path	traces path between pic of food and elephant	R.d	ADD.d
10621201455	62	12	1455		r	an alligator tears its prey into pieces by twisting around and around in the water.	iconic	r		alligators twisting		twirls hand around and around	R.d	RF.d
10621201456	62	12	1456			do you ever see them flipping around?	iconic~	r		alligators twisting		twirls hand around and around	R.d	RF.d
10621201511	62	12	1511	0.00130725246852		so it's probably about that big of an egg.	iconic	b		size of egg		hands held 6 inches apart, palms facing, fingers bent inwards	R.a	RF.a
10621201623	62	12	1623			probably like to the window to here.	iconic	r		lenth of alligator		holds hand out to side	R.a	RF.a
10640400193	64	4	193	00:09:37		say meow.	iconic	R		scratching	H=O	M moves hand upward to mimic cat's scratching	R.m	ADD.p
10640400451	64	4	451	00:24:40		can I have that pacie?	iconic	L		pacifier	H=H	M pinches thumb to index finger as if holding a pacifier	R.a	RF.a
10640600797	64	6	797	00:16:38			Iconic	R		shaking	H=H	M shakes hand in air as if playing the maraca	R.m	ADD.p
10640800374	64	8	374			go click click.	iconic	R		clicking mouse	H=H	M moves index finger in air as if clicking imaginary mouse button	R.m	RF.p
10650100881	65	1	881			you go --	iconic	R	paper flashlight	directing (the light of the flashlight)	H=H	M directs the toy flashlight in different directions as if directing its light	R.m	ADD.p
10650200229	65	2	229		R	"it started to snow and snow."	iconic	R	snow in book	snowing	H=O	M moves hand downward on book as to represent snow falling	R.m	RF.p
10650200619	65	2	619	00:43:05	R	"then winter came and it started to snow."	iconic	R	snow in book	snowing	H=O	M moves hand downward on book as to represent snow falling	R.m	RF.p
10650201007	65	2	1007	00:09:30		whoosh, whoosh, whoosh	iconic	B		swimming	O=B	M moves book in swimming motion	R.m	ADD.p
10650300687	65	3	687	00:37:04		and he's going to come back.	iconic	L		towards M	tracepath	M moves her finger toward herself	R.d	ADD.d
10650301512	65	3	1512	00:13:19		hop hop hop hop hop hop hop.	iconic	L		hopping	O=O	M hops the bunny book in air	R.m	RF.p
10650301669	65	3	1669	00:17:50		pick up and then with your hand we reach the tree.	iconic	L		reaching	H=H	M extends arm as if reaching for something	R.m	RF.p
10650400464	65	4	464	00:27:50		it had -- it was white on top.	iconic	B		antennae of sears tower	H=O	M holding up a finger of each hand like sears tower antennae	R.a	ADD.a
10650400465	65	4	465	00:27:52		but the building part was black.	iconic	R		tall building	trace shape	M moves finger upward tracing length of building	R.a	ADD.a
10650400469	65	4	469	00:27:57		big tall black building.	iconic	R		tall building	trace shape	M moves finger upward tracing length of building	R.a	RF.a
10650400470	65	4	470	00:28:01		with two white antennae on top.	iconic	B		antennae of sears tower	H=O	M holding up a finger of each hand like sears tower antennae	R.a	RF.a
10650400471	65	4	471			remember?	iconic~	WB		sears tower with antennas	B=O	M holding up a finger of each hand over head like sears tower antennae	R.a	ADD.a
10650400475	65	4	475			do you remember what it was called?	iconic~	WB		sears tower with antennas	B=O	M holding up a finger of each hand over head like sears tower antennae	R.a	ADD.a
10650400476	65	4	476			that's the Sears_Tower.	iconic~	WB		sears tower with antennas	B=O	M holding up a finger of each hand over head like sears tower antennae	R.a	ELAB.a
10650400505	65	4	505	00:29:04		little windows.	iconic+iconic 	L+R		little window+little window	H=O. H=O	M pinching fingers together, outlining size of windows	R.a;R.a	RF.a;RF.a
10650400506	65	4	506	00:29:06		they look little but when you get close up they're bigger.	iconic+iconic.iconic	L+R.B		little+little.big	H=O.H=O.H=O	M pinching fingers together, outlining size of windows. M spreading palms apart, inidicating how big the window is	R.a;R.a;R.a	RF.a;RF.a;RF.a
10650400927	65	4	927	00:48:19		remember the little car he gave you?	iconic	R		little car	H=O	M holding fingers apart, gauging size of car	R.a	RF.a
10650401347	65	4	1347	00:10:17		daddy carried the big one in his hands?	iconic	B		big	H=O	palms extended indicating size of pumpkin	R.a	RF.a
10650500854	65	5	854	00:07:11		turn it the other way.	iconic	R		(turning) to the right	tracepath	M moves finger toward right	R.d	DA
10650600554	65	6	554	00:43:14		you know what else I hear?	iconic	L		listening/hearing	H=H	M holding hand by ear as if listening	R.m	RF.p
10650600555	65	6	555			who could it be?	iconic~	L		listening/hearing	H=H	M holding hand by ear as if listening	R.m	ADD.p
10650600557	65	6	557			you can hear Charlie.	iconic~	L		listening/hearing	H=H	M holding hand by ear as if listening	R.m	RF.p
10650601100	65	6	1100	00:27:43		go into your room and get a red block that's this big.	iconic	B		block's size	H=O	C forming hands into a md-sized rectangle	R.a	RF.a
10650700417	65	7	417	00:22:01		think you'd need to wear like red jammies maybe.	iconic	WB		jammies	traceshape	moving arms up and down where jammies would be on body	R.a	RF.a
10650700419	65	7	419	00:22:06		and maybe you'd need a pillow around your middle to make yourself kind of round because Po's pretty round.	iconic	B		round	traceshape	moving arms around center of body where pillow would be to show that it would make C round	R.a	RF.a
10650700420	65	7	420	00:22:12		and what would you put on your tummy?	iconic	B		square (television)	traceshape	tracing square on stomach	R.a	ADD.a
10650700425	65	7	425	00:22:25		no, he's got something different.	iconic	B		square (television)	traceshape	tracing square on stomach	R.a	ADD.a
10650700426	65	7	426	00:22:27		all the Teletubbies have something on their tummy.	iconic~	B		square (television)	traceshape	tracing square on stomach	R.a	ADD.a
10650700432	65	7	432	00:22:38		the radio signal comes.	iconic	R		radio signal	traceshape	M rotates index finger in circle as if it were radio signal	R.a	RF.a
10650700433	65	7	433	00:22:40		and they lie on the ground.	iconic	WB		lying	B=O	M raises hands and waves them back and forth imitating a teletubby	R.m	RF.p
10650700434	65	7	434	00:22:43		and then one of them gets the -- like the tv on their tummy?	palm+palm-iconic	L+R-B	tummy + tummy --	tummy + tummy-television screen 	tap+ tap-traceshape	makes two corners with hands and outlines television screen	DP;DP;R.a	RF;RF;RF.a
10650700841	65	7	841	00:50:56		let's get the little blocks from your bed+room closet and make a tower or a city on the train table.	iconic-point+point	B-L+R	-train table+train table	little-train table+train table	traceshape	cupping fingers together to show how small the blocks are	R.a;DP;DP	RF.a;RF;RF
10650801015	65	8	1015	00:59:22		you got to do the arm too.	iconic	R		elephant's trunk	H=O	waving arm as if it were an elephant's trunk	R.a	RF.a
10650801022	65	8	1022	00:59:37	*		iconic	R		elephant's trunk	H=O	waving arm as if it were an elephant's trunk	R.a	X
10650801026	65	8	1026	00:59:48		ooh ooh ooh ooh ooh ooh.	iconic	B		monkey	H=O	curling arms around body like monkey	R.a	ADD.a
10650801028	65	8	1028			got to scratch your arm+pit.	iconic ~	B		monkey	H=O	curling arms around body like monkey	R.a	RF.a
10650801029	65	8	1029			yeah.	iconic ~	B		monkey	H=O	curling arms around body like monkey	R.a	ADD.a
10650900020	65	9	20	00:00:59		I think in Bridge you put your -- don't -- don't you put your hands behind you in Bridge?	iconic	B		bridge yoga position		putting hands behind head as in yoga position	R.d	RF.d
10650900036	65	9	36	00:02:00		does that bridge go up to let tall boats go by?	iconic	R		rising drawbridge	shape and motion of opening drawbridge	making hand like bridge	R.d	RF.d
10651000021	65	10	21	00:01:03		oh, did you trace it or did you just draw a hand?	iconic	b		trace hand		holds left hand out with fingers spread and then traces hand with forefinger from right hand	R.m	RF.p
10651000024	65	10	24	00:01:24		and then did you color in the inside of the hand too or is it just the outline??	iconic	R		coloring		uses forefinger of right hand to make a scribbling motion in the air	R.m	RF.p
10651000029	65	10	29	00:01:34			iconic	r		AROUND		moves hand in arc to show drawing.	R.a	X
10651001056	65	10	1056	00:09:30	*1	that way.	iconic	r		turn peeler		rotates right pointer finger in clockwise motion.	R.m	DA
10651001078	65	10	1078	00:10:37	*1	hey no, other way, other way.	iconic	r		turn peeler		rotates right pointer finger in clockwise motion.	R.m	DA
10651101024	65	11	1024	0.00857300587625		spin it around.	iconic	R		spin around	trace path	move pointer finger in small circle while facing down	R.d	RF.d
10651101026	65	11	1026	0.00861046617605		flame needs to go down.	iconic - point	R - R	- bottom of puzzle	spin around - bottom of puzzle	trace path - 	 move pointer finger in small circle while facing down -	R.a;DP	ADD.a;DA
10651101125	65	11	1125	0.0139255806733		spin the tube around a little bit.	iconic	R		spin around	trace path	move pointer finger in small circle while facing down	R.d	RF.d
10651101126	65	11	1126	0.0139537724453		other way.	iconic	R		spin around	trace path	move pointer finger in small circle while facing down	R.d	DA.d
10651101127	65	11	1127	0.0139680614256		spin it around the other way.	iconic	R		spin around	trace path	move pointer finger in small circle while facing down	R.d	DA.d
10660400182	66	4	182	00:09:24		you sit on that right.	iconic. Point	L.L	C	around. C	tracepath	M traces a half circle with pointer finger	R.d;DP	ADD.d;DA
10660400413	66	4	413	00:19:27		I go up the ladder.	iconic	R		upward	tracepath	M moves inded and middle finger upward	R.d	RF.d
10660400521	66	4	521			look at the big ladder.	iconic	R	ladder on game board	ladder's shape	traceshape	M traces the length of the ladder on game board	R.a	RF.a
10660400562	66	4	562	00:22:49		look at the long chute you got.	iconic	L	chute on game board	long chute	traceshape	M traces the length of the chute on game board	R.a	RF.a
10660400570	66	4	570	00:23:01		ok, move it down the chute.	iconic	L	chute on game board	downward	tracepath	M moves finger down the chute on game board	R.d	RF.d
10660400597	66	4	597	00:23:32		you're right back to this ladder again my dear.	iconic	L	ladder on game board	ladder's shape	traceshape	M moves finger up the length of the ladder	R.a	ELAB.a
10660800019	66	8	19	00:00:29		go get up.	Iconic	R		up	tracepath	Raise lower arm  upward toward stairs	R.d	RF.d
10660800539	66	8	539	00:21:24		up!	Iconic	L		up	tracepath	Index finger extended wrist moving up and down.	R.d	RF.d
10660800540	66	8	540			look up.	Iconic~	L		up	tracepath	Index finger extended wrist moving up and down.	R.d	RF.d
10660801503	66	8	1503	00:52:17		ok, you got to make your way up.	Iconic	R		Up	tracepath	Extended index finger tracing path from ground up to where C needs to go	R.d	RF.d
10660900815	66	9	815			it's round.	Iconic	R		Round world	trace.shape	Trace round shape of world with index finger	R.a	RF.a
10660900825	66	9	825			and it shows a shadow.	Iconic	R		Clock hands	trace.shape	Tracing the shadow made by the sun dial	R.a	RF.a
10660900826	66	9	826			like this says -- nine oclock.	Iconic~	R		Clock hands	trace.shape	Tracing the shadow made by the sun dial	R.a	ADD.a
10660900827	66	9	827			and it shows what time it is by how the sun is shining.	Iconic-Point	R-R	Picture of sun dial	Sunshine-Picture of sun dial	trace.path-Tap	Palm side tracing path of sun from window to book-Multiple finger point	R.a;DP	ADD.a;DA
10660900838	66	9	838			sand goes through there.	Iconic	R		Path of sand	trace.path	Index finger traces path of sand through picture of hourglass	R.d	ADD.d
10660900881	66	9	881			here's the um -- pyramids.	Iconic	R		Pyramid shape	trace.shape	Index finger traces triangular shape of pyramid	R.a	RF.a
10660901257	66	9	1257			they're -- they're putting -- um -- a straw in to a tree to get the water out.	Iconic-Iconic	R-R		Holding straw-Putting straw in tree	trace.size-trace.path	Pinching index and thumb together as if holding a straw-jabbing motion as if sticking straw in tree	R.m;R.m	RF.p;RF.p
10660901291	66	9	1291			turn around.	Iconic	R		Turn around	trace.path	Index finger traces clockwise circular path	R.m	RF.p
10660901397	66	9	1397			remember the machine that you saw?	Iconic	R		Bucking bull	trace.path	Index finger makes loops in air 	R.m	ADD.p
10660901399	66	9	1399			and that's the way a bull goes.	Iconic	R		Bucking bull	trace.path	Index finger makes loops in air 	R.m	ADD.p
10660901400	66	9	1400			it bucks.	Iconic	R		Bucking bull	trace.path	Index finger makes loops in air 	R.m	RF.p
10660901447	66	9	1447			someone's leading all the cattle.	Iconic	R		Leading cattle 	trace.path	Index finger traces path of cattle	R.m	RF.p
10660901450	66	9	1450			and in the fall they come back down.	Iconic	R		Downward	Trace.path	Index finger pointing up quickly traces path downward	R.d	RF.d
10660901541	66	9	1541			they have poles and the hold it up.	Iconic	B		Poles		Hands gripped around imaginary poles holding up the Chinese dragon	R.a	RF.a
10660901765	66	9	1765			very tall building.	Iconic	L		Tall building	trace.size	Run finger along length of building in picture	R.a	RF.a
10660901766	66	9	1766			this is in Seattle.	Iconic~	L		Tall building	trace.size	Run finger along length of building in picture	R.a	ADD.a
10661100656	66	11	656	0.011015072903		so you move that way.	iconic	L		path of pieces in game	trace path	pointed index fingers moves from top left corner of board to top right corner	R.d	DA.d
10680100073	68	1	73	00:23:12	*	I need some tissue.	iconic	R		tissue	H=H	M holds opened fist next to nose as if holding tissue	R.a	RF.a
10680300012	68	3	12	00:01:50		finger out.	iconic	R		out from mouth	tracepath	M moves hand away from her mouth to convey direction of motion	R.d	RF.d
10680701099	68	7	1099	00:11:00		blowing all around.	Iconic	R		around	tracepath	M moves pencil around in a large circle in the air to show path of leaves	R.d	RF.d
10680800276	68	8	276	00:44:47		move back.	Iconic	R		move back	tracepath	M, holding TV remote, waves hand away from TV indicating to C to move back	R.d	RF.d
10680800597	68	8	597	00:26:12		go around this way.	iconic	R		around	tracepath	M traces path around side of treadmill w/ index finger	R.d	RF.d
10680900244	68	9	244	00:20:46		you were real short.	iconic	L		short	trace.shape	holds hand at waist to signal height	R.a	RF.a
10720300290	72	3	290	00:13:50		and go zoom zoom zoom.	iconic	R		backward and forward	tracepath	M traces the path car takes on floor by moving her hand forward and backward on carpet	R.d	ADD.d
10720400678	72	4	678	00:32:08		see the water coming onto the horse and cow.	iconic	R	water in book	toward horse	tracepath	M traces path water takes with thumb	R.d	RF.d
10720400772	72	4	772			they go blink blink blink blink.	iconic	R	lights on truck	blinking	H=O	moves finger up and down as if its light going on and off	R.m	RF.p
10720401122	72	4	1122	00:50:05		"and Clifford flew up -- up to the top of the tree."	iconic	R	Clifford's path in book	upward	tracepath	M traces path from ground to tree in book	R.d	RF.d
10720401127	72	4	1127	00:50:15		and Clifford flew up there.	iconic	R	Clifford's path in book	upward	tracepath	M extends index finger upwards to represent upward path of clifford	R.d	RF.d
10720401185	72	4	1185	00:52:12		hop hop hop hop hop hop all the way up here!	iconic.point	R.R	clifford's path in book	hopping up.here	H=O	M hops finger on the path that clifford took in book	R.m;DP	RF.p;DA
10720401187	72	4	1187	00:52:15		and then he jumps right in the stocking.	iconic. Iconic	R.R	path to stocking in book (x2)	towards stocking. Towards stocking	tracepath. Tracepath	while touching book M traces downward path to represent clifford's path (x2)	R.d;R.d	RF.d;RF.d
10720401240	72	4	1240	00:54:38		and that's the traintrack.	iconic	R	train track in book	traintrack's shape	traceshape	M traces the circular shape of traintrack in book	R.a	ELAB.a
10720401241	72	4	1241			going all the way around the tree.	iconic~	R	train track in book	traintrack's shape	traceshape	M traces the circular shape of traintrack in book	R.a	ADD.a
10720500966	72	5	966	00:54:54		think he goes like this?	iconic	L		pressing	H=H	M holds out partially closed palm to pantomime holding garage door remote control and then squeezes in thumb to pantomime pressing button on remote	R.m	ADD.p
10720500967	72	5	967			Boop.	iconic~	L		pressing	H=H	M holds out partially closed palm to pantomime holding garage door remote control and then squeezes in thumb to pantomime pressing button on remote	R.m	ADD.p
10720500983	72	5	983	00:55:39		and then you have to turn it the other way to make the door go back.	iconic.point	R.R	.firehouse door	(turning) clockwise. Firehouse door	tracepath	M rotates thumb and Index finger to represent turning crank in clockwise direction	R.d;DP	DA;RF
10720501051	72	5	1051	00:58:45		maybe we should get you that little flash+light thing that you have, then we can go looking for -- with the flash+light in -- inside here.	iconic-iconic	L-L		flashlight. Enlarging light of flashlight	H=H.H=O	M pinches together thumb and index finger to represent holding and turning on a small flashlight. M moves pinched index finger and thumb into the toy firehouse while extending the angle to represent the angle of light that comes from flashlight	R.a;R.a	RF.a;RF.a
10720600815	72	6	815	00:00:44		we can just make a tracing of your hand like this.	iconic	L	hand	hand's shape	traceshape	M uses finger to represent pen and traces the outline of C's hand	R.a	ELAB.a
10720600816	72	6	816	00:00:46		you know how we did that with your foot?	iconic	L	hand	hand's shape	traceshape	M uses finger to represent pen and traces the outline of C's hand	R.a	ADD.a
10720600817	72	6	817	00:00:48		one time.	iconic	L	hand	hand's shape	traceshape	M uses finger to represent pen and traces the outline of C's hand	R.a	ADD.a
10720700656	72	7	656	00:40:19		they had a big slide that went around and around and then people went down and dropped into the pool.	Iconic	R		Around and down	trace.path	moves hand in spiral and then down into water tracing path of people on slide	R.d	RF.d
10720700660	72	7	660	00:40:32		the would ride down the slide and go boom right into the swimming pool.	Iconic	R		Around and down	trace.path	moves hand in spiral and then down into water tracing path of people on slide	R.d	RF.d
10720700780	72	7	780	00:48:55		I guess because it was -- I think it was -- just on an angle from one of these little Lego -- um Lego holes.	Iconic+ Point	R + R	Lego hole	angle + Lego hole	H=O.tap	M moves hand back and forth making about 45 degree angles with her original hand shape.	R.a;DP	ELAB.a;RF
10720700899	72	7	899	00:53:57		if they need more room for their arms.	Iconic	L		with of arms	trace.shape	M makes thumb and index finger with of toys arms	R.a	ADD.a
10720700900	72	7	900	00:53:58		see their arms are so wide.	Iconic~	L		with of arms	trace.shape	M makes thumb and index finger with of toys arms	R.a	RF.a
10720700977	72	7	977	00:57:17		they needed it to be a little bit taller.	iconic	L		two blocks high off floor	H=O	M holds out palm to show how short the tower was	R.a	ADD.a
10720700978	72	7	978	00:57:19		and then you just kept building and building and building.	Iconic	L		increasing height	H=O	M moves hand up tower to show how high it became	R.m	ADD.p
10721000169	72	10	169	00:07:43		I think you have to sort of push a lot of it out.	iconic	r		shake glue pen		shakes right hand	R.m	RF.p
10721100410	72	11	410	0.0388154396681		and but we're going -- and then we're going to bring it home and we're going to set up the cage right here in the dining room.	iconic	b		set up cage		holds hands a foot apart palms in as if holding a box and shake up and down towards area of room	R.m	RF.p
10721200160	72	12	160	0.0169675925926		so that when you hit that space on the board you can pick it up again.	iconic	r		picking up puzzle piece		forms hand as if holding something and moves arm up three inches	R.m	RF.p
10721200935	72	12	935	0.0162384259259		I use it for chopping up things like garlic or onions.	iconic	r		chopping		configures hand as if holding a knife and then moves it up and down	R.m	RF.p
10730200186	73	2	186	00:22:43		it's a wavy straight line.	iconic	R		straight	H=O	M holds hand out striaght, to show straight.	R.a	RF.a
10730600710	73	6	710	00:50:52		move back mama.	iconic	R		backward	tracepath	moves hand in directional way towards the wall 	R.d	RF.d
10730700302	73	7	302	00:23:14	F	where's your notebook at with all your pictures in it?	Iconic	B		notebook	H=O	F puts hands together like holding notebook/in shape of notebook	R.a	RF.a
10730700304	73	7	304	00:23:20	F	where's the notebook at?	Iconic	B		notebook	H=O	F puts hands together like holding notebook/in shape of notebook	R.a	RF.a
10740401493	74	4	1493	00:22:49		maybe it -- maybe it's the truck that carries gravel or sand or something.	iconic	R		truck	H=O	Holds fingers as if holding something in the shape of truck	R.a	RF.a
10740700990	74	7	990	00:24:00		and then some of it goes into you to make your bones strong.	Iconic	B		strong	B=B	M flexes arms making muscles	R.a	RF.a
10740800347	74	8	347	00:21:46		you know I think I'm just going to cut the ends off ok?	Iconic	R		cut	H=O	M brings hand down like fingers are chopping like a knife.	R.m	RF.p
10740800414	74	8	414	00:25:49		chemicals in the onions sometimes make you -- but when you cut them up when it all goes in -- all the -- sort of the juice from the onion goes in the air and it makes your -- makes you cry sometimes.	Iconic	L		goes in the air	tracepath	M opens hands like the chemicals rising from the juice into the air	R.d	RF.d
10740901461	74	9	1461	00:17:27	*1	you mean those big napkins?	Iconic	B		napkin	trace.shape	M opens hands to size of large square napkin	R.a	RF.a
