SUBJECT	SESSION	TIME	UTTERANCE	MATCHES	MATCHED	CONTEXT
59	6	00:06:47	Kayla, you want to go to the parade next year?	1	next	
59	6	00:06:47	yeah, you going to -- be a big girl then.	1	big	
59	6	00:09:34	he was going to try to scare you with it.	1	with	
59	6	00:09:34	you going to scare him with it?	1	with	
59	6	00:09:34	they going to try to put it by your -- going --	1	by	
59	6	00:09:34	they'll put it by your face and you wake and it'll be there in the morning trying to scare you, huh?	3	by, face, in	
59	6	00:09:34	I think you give them a little bit -- a little bit too much credit.	5	little, bit, little, bit, much	
59	6	00:09:34	they try -- they try to scare you with that.	1	with	
59	6	00:09:34	wait until you in some kind of ###	2	in, some	
59	6	00:14:19	I saw you got another surprise that's on the floor.	1	on	
59	6	00:14:19	there's a little kitten or something.	1	little	M and C at same time
59	6	00:15:24	you put it in there on the floor.	2	in, on	
59	6	00:16:00	there was a dragon on tv.	1	on	
59	6	00:18:35	we'll look up for your brothers.	1	up	
59	6	00:19:08	they're right there on the floor.	2	right, on	
59	6	00:20:55	you -- you knocked it down.	1	down	
59	6	00:20:56	did you knock it down?	1	down	
59	6	00:20:56	you knocked -- you keep knocking it down.	1	down	
59	6	00:26:32	look at -- look up there.	1	up	
59	6	00:27:55	you don't want that on camera.	1	on	
59	6	00:36:53	that was before your time.	1	before	
59	6	00:36:53	his mouth, but what is this sticking out of his mouth?	1	out	
59	6	00:36:53	don't drag that across the floor.	1	across	
59	6	00:36:53	what -- what's that sticking out his mouth?	1	out	
59	6	00:36:53	so remember you can put your money in here.	1	in	
59	6	00:36:53	or your little old lip stick.	1	little	
59	6	00:36:53	I mean you little um --	1	little	
59	6	00:03:19	what did you do with Buzz?	1	with	
59	6	00:03:19	ok, I'm going to put it up.	1	up	
59	6	00:04:19	go back.	1	back	
59	6	00:05:19	in my bottle.	1	in	
59	6	00:05:19	get that up off the floor.	1	up	
59	6	00:05:19	don't let them see you suck that bottle on tv.	1	on	
59	6	00:07:02	stand up.	1	up	
59	6	00:08:12	did Jasmine tell you to throw this in the garbage?	1	in	
59	6	00:08:12	she didn't tell you to throw this in the garbage?	1	in	
59	6	00:08:12	she said she thinks you should throw this in the garbage because you're a big girl now.	2	in, big	
59	6	00:10:59	you to big for that bottle.	1	big	
59	6	00:10:59	take it out your mouth did you say?	1	out	
59	6	00:11:39	your teeth going to start sticking out of your mouth.	1	out	
59	6	00:11:45	they don't know anything about your speech because you do not do anything but suck on you bottle.	2	about, on	
59	6	00:11:45	take that out your mouth talk to me.	1	out	
59	6	00:14:48	I will throw it in the garbage.	1	in	
59	6	00:20:31	then get -- get it from over here.	1	over	
59	6	00:20:31	get from over here.	1	over	
65	7	00:58:16	ooh, Charlie, let's build that up again, ok?	1	up	
65	7	00:58:26	oh, your tunnel, right.	1	right	
65	7	00:58:26	and we don't want to knock down Jay's tunnels.	1	down	
65	7	00:58:26	you can play with other blocks.	1	with	
65	7	00:58:26	here, let me -- let's get out some blocks that Charlie can play with, ok?	3	out, some, with	
65	7	00:58:26	there's enough for both of you.	1	enough	
65	7	00:58:26	oh, you're right.	1	right	
65	7	00:58:26	that's not part of this set.	1	part	
65	7	00:58:26	you want to play with --	1	with	
65	7	00:58:54	I know but look how many are in the box, Jay.	1	in	
65	7	00:58:54	you need all your blocks?	1	all	
65	7	00:59:16	want to play with Mr_Potato_Head, Charlie?	1	with	
65	7	00:59:58	goes in here, Charlie?	1	in	
72	4	00:15:50	how about this one?	1	about	
72	4	00:15:50	they fell down like blocks.	1	down	
72	4	00:15:50	you want to take some of these off and put them -- over here.	2	some, over	
72	4	00:15:50	on.	1	on	
72	4	00:15:50	ok we'll leave it on.	1	on	
72	4	00:15:50	leave it on.	1	on	
72	4	00:15:50	oval.	1	oval	
72	4	00:15:50	is there another oval there?	1	oval	
72	4	00:57:27	nice picture on there.	1	on	
72	4	00:57:27	why don't I throw that in the garbage.	1	in	
72	4	00:57:27	you can take the top off.	1	top	
72	4	00:57:27	some of these are different.	1	some	
72	4	00:57:50	you can open it and close it.	1	close	
72	4	00:57:50	let's see what else is in here.	1	in	
72	4	00:58:06	you can put legos on that.	1	on	
72	4	00:58:06	let's see what else is in here.	1	in	
72	4	00:58:06	let's cut this open with the scissor.	1	with	
72	4	00:58:06	I'm just going to put them right in here.	2	right, in	
72	4	00:58:06	then you can take them out.	1	out	
72	4	00:58:53	how about this one?	1	about	
72	4	00:58:53	let's see what else is in here.	1	in	
72	4	00:58:53	this one has different colors in it.	1	in	
72	4	00:58:53	is that all the packages?	1	all	
72	4	00:58:53	what else do we have in here?	1	in	
72	4	01:00:18	it has a picture on it	1	on	
72	4	01:00:28	this is a really big one.	1	big	
72	4	01:00:28	really big one.	1	big	1:00:32 End of tape one.
72	4	00:15:12	take it apart.	1	apart	
72	4	00:15:11	here's a big one.	1	big	
72	4	00:15:11	that a big one?	1	big	
72	4	00:15:11	and then we could build a really big slide like this.	1	big	
72	5	00:26:05	they'll wait for the leggos to come, right.	1	right	
72	5	00:26:05	let's put some on there for them, ok?	2	some, on	
72	5	00:26:05	my Bonny lies over the ocean?	1	over	
72	5	00:26:05	you can put it on there.	1	on	
72	5	00:26:05	you don't have to give up.	1	up	
72	5	00:27:07	they might want to have a snail in their house.	1	in	
72	5	00:27:07	they might want to have a snail in their house.	1	in	
72	5	00:27:07	you want to build something with a window for them?	1	with	
72	5	00:27:07	should we put a window in there?	1	in	
72	5	00:29:00	you can put half of it on there.	2	half, on	
72	5	00:29:00	must be -- over here.	1	over	
72	5	00:29:00	it's over on this side.	3	over, on, side	
72	5	00:29:00	oh, the front.	1	front	
72	5	00:29:00	we have to look for that piece.	1	piece	
72	5	00:29:00	let's see if we can find that little piece.	2	little, piece	
72	5	00:29:00	maybe it's in here.	1	in	
72	5	00:29:00	not in this box.	1	in	
72	5	00:29:00	it might be in the other box.	1	in	
72	5	00:31:51	I think the other one is red, right?	1	right	
72	5	00:31:51	I don't see it in here.	1	in	
72	5	00:31:51	I think we're going to have to look around for it.	1	around	
72	5	00:31:51	it might be -- under the couch or something.	1	under	
72	5	00:31:51	I don't see it in the box.	1	in	
72	5	00:31:51	later on saturday?	1	on	
72	5	00:33:12	clips in there ### click, and -- and then you close it it goes -- click.	2	in, close	
72	5	00:33:12	is there a clock in there?	1	in	
72	5	00:33:12	you can see out the window?	1	out	
72	5	00:34:05	why don't we put, um, some people on this side of the window and then somebody on the other side of the window and then they can talk to each other.	5	some, on, side, on, side	
72	5	00:34:05	here, how about this one?	1	about	
72	5	00:34:05	here, these are some -- people who can talk to each other -- through the window if you want to.	2	some, through	
72	5	00:34:05	I don't think he fits on there.	1	on	
72	5	00:34:05	even though he has a hole on the bottom he doesn't fit on there because he didn't come with the leggos.	4	on, bottom, on, with	
72	5	00:34:05	he came with a different --	1	with	
72	5	00:34:05	he came with a farm, remember?	1	with	
72	5	00:34:05	he's part of the farm set.	1	part	
72	5	00:34:05	so he's not -- doesn't fit on a leggo unfortunately.	1	on	
72	5	00:34:05	the little boy?	1	little	
72	5	00:34:05	I don't know where that little boy went.	1	little	
72	5	00:34:05	they live on the farm, right.	2	on, right	
72	5	00:34:05	I don't see the little boy.	1	little	
72	5	00:34:05	I think there was only one horse -- that came with it.	1	with	
72	5	00:27:10	how about if I -- how about if I cut up an apple for you?	3	about, about, up	
72	5	00:27:10	how about if I cut up an apple.	2	about, up	
72	5	00:27:10	how about apple+sauce?	1	about	
72	7	00:36:54	you could play with them.	1	with	
72	7	00:36:54	and you know how to play um -- you know all the Dora pieces.	2	all, pieces	
72	7	00:36:54	that goes on top huh?	2	on, top	
72	7	00:36:54	just try -- just try pushing it down a little more.	2	down, little	
72	7	00:36:54	further.	1	further	
72	7	00:38:14	see it has these pieces on the bottom.	3	pieces, on, bottom	
72	7	00:38:14	so it has to fit in just like the Legos do.	1	in	
72	7	00:38:31	we can put Dora on it.	1	on	
72	7	00:38:31	oh you want it next to that?	1	next	
72	7	00:38:31	you want to put it right next to that wall?	2	right, next	
72	7	00:38:31	got to -- find Dora in here.	1	in	
72	7	00:38:31	go ride on that if you want to.	1	on	
72	7	00:39:59	this reminds me of the um slide going into the swimming pool.	1	into	
72	7	00:39:59	remember that slide that we went on.	1	on	
72	7	00:39:59	well we didn't go on it but we saw it.	1	on	
72	7	00:39:59	we saw people going down that slide and they went into that big swimming pool.	3	down, into, big	
72	7	00:39:59	went Galena with Grandma and Grandpa?	1	with	
72	7	00:40:19	they had a big slide that went around and around and then people went down and dropped into the pool.	5	big, around, around, down, into	
72	7	00:40:19	they went right into the pool because it was a lot of fun.	3	right, into, lot	
72	7	00:40:32	the would ride down the slide and go boom right into the swimming pool.	3	down, right, into	
72	7	00:40:32	it's probably in there.	1	in	
72	7	00:40:32	let's look around for it.	1	around	
72	7	00:40:32	oh you're looking for the little car right?	2	little, right	
72	7	00:41:35	right?	1	right	
72	7	00:41:35	and the little car.	1	little	
72	7	00:41:35	we'll have to look around for those.	1	around	
72	7	00:41:35	I don't know they might -- might not be in this bin.	1	in	
72	7	00:41:35	### a good piece.	1	piece	
72	7	00:42:09	and look who I found on the yellow car.	1	on	
72	7	00:42:09	but I haven't seen it in here.	1	in	
72	7	00:42:09	you can make him stand on there.	1	on	
72	7	00:44:32	see he's sitting one side.	1	side	
72	7	00:44:32	so it just stays down on one side.	3	down, on, side	
72	7	00:44:32	he weighs it down.	1	down	
72	7	00:44:32	because he's the only one on the swing.	1	on	
72	7	00:44:32	she has to weigh it on the other side.	2	on, side	
72	7	00:44:32	right?	1	right	
72	7	00:44:32	yeah it works a little bit better.	2	little, bit	
72	7	00:44:32	so see how her side stays down a little more?	3	side, down, little	
72	7	00:45:24	so we can find something to weigh his side down a little more.	3	side, down, little	
72	7	00:45:24	what could we add to his side?	1	side	
72	7	00:46:31	is it going in the pool?	1	in	
72	7	00:46:31	he's going to go in the pool.	1	in	
72	7	00:48:31	try her on top.	2	on, top	
72	7	00:48:31	wonder why it doesn't stand up.	1	up	
72	7	00:48:55	I guess because it was -- I think it was -- just on an angle from one of these little Lego -- um Lego holes.	3	on, angle, little	
72	7	00:48:55	I don't think it will Peek because I don't think -- I think for these pieces they have to have room.	1	pieces	
72	7	00:49:32	see how his feet don't have enough room with the Lego there?	2	enough, with	
72	7	00:49:49	they have to have two legs -- two lines of Lego spots.	1	lines	
72	7	00:49:49	the little holes.	1	little	
72	7	00:49:49	and then she has to go up there.	1	up	
72	7	00:49:49	she can't go in one next to him because she has to have enough room.	3	in, next, enough	
72	7	00:49:49	she's turning around huh?	2	turning, around	
72	7	00:49:49	let's get something we can build a door with.	1	with	
72	7	00:49:49	on that side?	2	on, side	
72	7	00:49:49	and then we put one on top.	2	on, top	
72	7	00:49:49	oh, we need a bigger one.	1	bigger	
72	7	00:49:49	where's a really really big one.	1	big	
72	7	00:49:49	do we have any really big ones?	1	big	
72	7	00:49:49	this is perfect size.	1	size	
72	7	00:49:49	you know what, we could build it -- let's make it taller.	1	taller	
72	7	00:49:49	because she doesn't fit in there.	1	in	
72	7	00:49:49	so we'll make it a little taller.	2	little, taller	
72	7	00:49:49	take this piece off.	1	piece	
72	7	00:52:08	and how can we make it taller?	1	taller	
72	7	00:52:08	how can we make it taller?	1	taller	
72	7	00:52:46	and then we have to add one to this side too, right?	2	side, right	
72	7	00:52:46	right?	1	right	
72	7	00:52:46	we need a little one.	1	little	
72	7	00:52:46	just a square one.	1	square	
72	7	00:53:00	and then what do you need to put on top?	2	on, top	
72	7	00:53:00	you need to put the top of the door frame right?	2	top, right	
72	7	00:53:00	like it was before.	1	before	
72	7	00:53:00	and now you've got a taller door.	1	taller	
72	7	00:53:00	so she should fit through there.	1	through	
72	7	00:53:00	right?	1	right	
72	7	00:53:00	we need to make it wider.	1	wider	
72	7	00:53:00	we need to make it wider for her arms I think.	1	wider	
72	7	00:53:00	how can we make it wider?	1	wider	
72	7	00:53:00	but how can we make it wider?	1	wider	
72	7	00:53:00	how do we make it wider for them?	1	wider	
72	7	00:53:00	how can we make it wider for them to fit through?	2	wider, through	
72	7	00:53:58	see their arms are so wide.	1	wide	
72	7	00:54:01	how can we make it wider?	1	wider	
72	7	00:54:01	oh, but you're making it taller.	1	taller	
72	7	00:54:01	see you're making it taller that way.	1	taller	
72	7	00:54:01	right?	1	right	
72	7	00:54:01	how can we make the door wider?	1	wider	
72	7	00:54:01	so they can fit through?	1	through	
72	7	00:54:01	how should we make it wider?	1	wider	
72	7	00:54:01	how about we make it wider.	2	about, wider	
72	7	00:54:01	how about this.	1	about	
72	7	00:54:01	how about this Robert.	1	about	
72	7	00:54:01	what if I move this over like this?	1	over	
72	7	00:54:01	what if I move this piece?	1	piece	
72	7	00:54:01	then maybe they'll fit through.	1	through	
72	7	00:55:01	how did I make it wider?	1	wider	
72	7	00:55:01	now you're making it taller right?	2	taller, right	
72	7	00:55:01	you're making it taller?	1	taller	
72	7	00:55:01	really tall.	1	tall	
72	7	00:55:01	if you put it on --	1	on	
72	7	00:55:01	I'll give you a little hint.	1	little	
72	7	00:55:01	it you put it on this inner one right here it will fit.	2	on, right	
72	7	00:55:01	and it will give you the whole width of the door.	2	whole, width	
72	7	00:55:01	is it going on there?	1	on	
72	7	00:55:01	you have to just line it up right.	3	line, up, right	
72	7	00:56:57	can you line it up?	2	line, up	
72	7	00:56:57	now they go through easily.	1	through	
72	7	00:56:57	because there's enough room for them now.	1	enough	
72	7	00:56:57	why did you make it really tall?	1	tall	
72	7	00:57:17	they needed it to be a little bit taller.	3	little, bit, taller	
72	7	00:57:19	all the way up.	2	all, up	
72	7	00:57:19	she fell over.	1	over	
72	7	00:57:19	she might have gotten a boo+boo on her head.	2	on, head	
72	7	00:57:19	she's wearing her back+pack on her tummy this time hmm?	1	on	
72	7	00:58:47	should we turn her back the right way?	3	turn, back, right	
72	7	00:58:47	let's see if we turn her this way.	1	turn	
72	7	00:58:47	you want to see in the play+room?	1	in	
72	7	00:58:47	make it higher?	1	higher	
73	6	00:07:25	come on wash.	1	on	
73	6	00:07:25	give me -- give me that soap over there.	1	over	
73	6	00:07:25	you got to rub it on your butt.	1	on	
73	6	00:07:25	all of it.	1	all	
73	6	00:07:25	behind your knees.	1	behind	
73	6	00:07:25	behind your knees.	1	behind	
73	6	00:07:25	leave it in there.	1	in	
73	6	00:07:25	go ahead.	1	ahead	
73	6	00:07:25	I'll be right back.	2	right, back	
73	6	00:07:25	come over here.	1	over	
73	6	00:07:25	throw all those in the garbage.	2	all, in	
73	6	00:07:25	yes, all this -- all this paper here.	2	all, all	
73	6	00:07:25	just put those three books over there.	1	over	
73	6	00:07:25	right there.	1	right	
73	6	00:13:30	come on mama.	1	on	
73	6	00:13:30	Justin, give me some powder from in there.	2	some, in	
73	6	00:13:30	it's right there.	1	right	
74	5	00:58:09	that's right.	1	right	
74	5	00:58:09	gravity knocked it down.	1	down	
74	5	00:58:09	that's right.	1	right	
74	5	00:58:09	you're in such a good mood huh Bobo?	1	in	
74	5	00:59:09	ok let's move it closer.	1	closer	
74	5	00:59:09	we'll move it closer ok?	1	closer	
74	5	00:59:09	knock it down.	1	down	
74	5	00:59:09	we're going to take this away because it's spilling.	1	away	
74	5	00:59:09	ok when you're done with it put it up on the table so it doesn't spill all over the floor please.	5	with, up, on, all, over	
74	6	00:47:39	you can go underneath this part.	2	underneath, part	
74	6	00:47:39	if it doesn't fall on your head.	2	on, head	
74	6	00:47:39	let me look in your diaper.	1	in	
74	6	00:47:39	yeah, Gabby there's something in there.	1	in	
74	6	00:47:39	come on.	1	on	
74	6	00:47:39	well, either lay down here or go to your changing table, ok.	1	down	
75	8	00:37:48	it's green on one side red on one side.	4	on, side, on, side	
75	8	00:37:48	these are all yours.	1	all	
75	8	00:38:02	I think I see one of mine in there.	1	in	
75	8	00:38:02	all in a row and make it go choo+choo?	3	all, in, row	
75	8	00:38:02	little handles?	1	little	
75	8	00:38:02	to push it with?	1	with	
75	8	00:38:02	what's going to make your little handles then?	1	little	
75	8	00:38:02	how about all -- shall I build mine and we'll make them --	2	about, all	
75	8	00:38:02	I'm just getting them out of the way so I can build my train.	1	out	
75	8	00:38:02	I'm going to do a pattern on mine Joe?	2	pattern, on	
75	8	00:38:02	I was going to do a pattern of alternating blue and yellow.	1	pattern	
75	8	00:38:02	hey how come your train is bigger?	1	bigger	
75	8	00:38:02	I think I'll make mine a little bigger so they're even.	2	little, bigger	
75	8	00:39:31	count them up.	1	up	
75	8	00:39:40	eight.	1	eight	
75	8	00:39:40	I got eight.	1	eight	
75	8	00:39:51	eight.	1	eight	
75	8	00:39:56	eight.	1	eight	
75	8	00:40:03	you're going to build it all the way to mine?	1	all	
75	8	00:40:03	I'm going to build mine all the way to yours.	1	all	
75	8	00:40:03	whoa who's going to get there first?	1	first	
75	8	00:40:03	let's see if we can stack them this way in between the trains, ok?	2	in, between	
75	8	00:40:22	keep stacking them on there.	1	on	
75	8	00:40:22	your turn.	1	turn	
75	8	00:40:22	you only want them all flat huh?	2	all, flat	
75	8	00:40:22	this is my engine at the front of my train.	1	front	
75	8	00:40:22	and like the back here honey?	1	back	
75	8	00:40:22	that is one long train Joe.	1	long	
75	8	00:41:19	can you count them up?	1	up	
75	8	00:41:19	you mean first you need to line them all up?	4	first, line, all, up	
75	8	00:41:19	count them up now.	1	up	
75	8	00:41:32	well we'll do it together.	1	together	
75	8	00:41:33	well, what else could we do with them?	1	with	
75	8	00:41:33	we made a long train.	1	long	
75	8	00:41:33	I made a tall train.	1	tall	
75	8	00:41:47	you did make a longer train.	1	longer	
75	8	00:41:47	right.	1	right	
75	8	00:41:47	well for some reason it looks like you have more blocks then I have.	1	some	
75	8	00:41:47	I will build a bridge and your train can go under the bridge.	1	under	
75	8	00:42:34	see the problem is Joe we can only make it so wide.	1	wide	
75	8	00:42:34	we don't have anything to put across the top.	2	across, top	
75	8	00:42:34	I guess I could put this thing across the top huh?	2	across, top	
75	8	00:42:34	put your train under the bridge.	1	under	
75	8	00:42:34	so what are you going to put on top then if you don't like that.	2	on, top	
75	8	00:43:00	what could be the top of the bridge honey?	1	top	
75	8	00:43:31	but we need a top.	1	top	
75	8	00:43:31	you know how to make a top yourself.	1	top	
75	8	00:43:31	yours is bigger huh?	1	bigger	
75	8	00:43:31	you want it back over by you?	3	back, over, by	
75	8	00:43:31	what are you going to do with those honey?	1	with	
75	8	00:44:30	right now honey you don't have a bridge.	1	right	
75	8	00:44:30	right now you have a tower.	1	right	
75	8	00:44:40	ok, a bridge honey is like two towers that are connected on top and then things go underneath it.	3	on, top, underneath	
75	8	00:44:40	let's have a contest to see who can make theirs the tallest.	1	tallest	
75	8	00:44:40	can you make one that high?	1	high	
75	8	00:44:40	can you stack them that high?	1	high	
75	8	00:44:40	I want to make it even bigger.	1	bigger	
75	8	00:44:40	check that out.	1	out	
75	8	00:44:40	hey, who knocked over my -- my tower.	1	over	
75	8	00:44:40	you're right.	1	right	
75	8	00:45:59	put them all in a row.	3	all, in, row	
75	8	00:45:59	four in a row makes a rocket?	2	in, row	
75	8	00:46:28	oh so this is the top of the rocket and this is the launching pad?	1	top	
75	8	00:46:36	so it's like laying flat instead of standing up?	2	flat, up	
75	8	00:46:36	all right, here's some more blues.	3	all, right, some	
75	8	00:46:36	ok, throw them in there.	1	in	
75	8	00:47:09	how about we make two little towers right by each other?	4	about, little, right, by	
75	8	00:47:09	ok, so those are the little towers?	1	little	
75	8	00:47:54	and are you saying honey that you want the numbers -- the colored numbers on the outside?	2	on, outside	
75	8	00:47:54	then I have to turn my blocks.	1	turn	
75	8	00:47:54	all right, what else shall we play here honey?	2	all, right	
75	8	00:47:54	some stairs?	1	some	
75	8	00:47:54	we did make a big stairs though.	1	big	
75	8	00:47:54	you're right.	1	right	
75	8	00:47:54	dad played you -- these with you too?	1	with	
75	8	00:47:54	what did you build with dad?	1	with	
75	8	00:47:54	and then you have to fill it in like this Joe.	1	in	
75	8	00:47:54	see you just do each row.	1	row	
75	8	00:47:54	how do you make a big stairs?	1	big	
75	8	00:47:54	oh this is how I make a big stairs.	1	big	
75	8	00:49:22	now let's pretend this is a little guy.	1	little	
75	8	00:49:22	he could go up the stairs.	1	up	
75	8	00:49:22	then he's at the top.	1	top	
75	8	00:49:38	you put them all in a row on the bottom first.	6	all, in, row, on, bottom, first	
75	8	00:49:41	oh I don't know if you'll have enough red ones but go ahead.	2	enough, ahead	
75	8	00:49:41	go ahead and try.	1	ahead	
75	8	00:49:41	the secret honey, you got to build the bottom row first.	3	bottom, row, first	
75	8	00:49:41	you put them all at the bottom first.	3	all, bottom, first	
75	8	00:49:41	so let's start with five.	1	with	
75	8	00:50:25	and then the next row you have four.	2	next, row	
75	8	00:50:25	so let's tidy them up.	1	up	
75	8	00:50:25	no only four in the second row.	2	in, row	
75	8	00:50:25	and then only three in the next row.	3	in, next, row	
75	8	00:50:43	three in this row.	2	in, row	
75	8	00:50:44	that one goes up here.	1	up	
75	8	00:50:46	if you put the same number in every row it's a wall.	2	in, row	
75	8	00:50:46	there's a little gate.	1	little	
75	8	00:50:46	that doggy can go through.	1	through	
75	8	00:51:20	right through there he can go.	2	right, through	
75	8	00:51:20	how -- how do they go through?	1	through	
75	8	00:51:20	oh you're fencing in the yard?	1	in	
75	8	00:51:20	so the doggy doesn't get out.	1	out	
75	8	00:51:20	you're going to need some more.	1	some	
75	8	00:51:20	you have to build a fence all the way around it.	2	all, around	
75	8	00:51:20	use all of those and build a fence all the way around it.	3	all, all, around	
75	8	00:51:54	like this all the way around the backside.	2	all, around	
75	8	00:52:03	see this is like his little area where he can run in there.	3	little, area, in	
75	8	00:52:03	and that's so he doesn't get out?	1	out	
75	8	00:52:03	I think we played with all the stuff we brought out except for your Down_By_The_Station book.	3	with, all, out	
75	8	00:52:03	and playing catch with mom?	1	with	
79	4	00:35:17	what color is this right here?	1	right	
79	4	00:35:20	yes, and what color is this right here?	1	right	
79	4	00:36:00	you want me to build a truck beside Sammy?	1	beside	
79	4	00:36:43	should we change -- should we get you out of your pjs too?	1	out	M talking to SIB.
79	4	00:36:43	is it time to get you out of your pjs?	1	out	M talking to SIB.
79	4	00:37:39	what color should I use next?	1	next	
79	4	00:37:39	you've been saying that all morning.	1	all	
79	4	00:37:39	yeah, you had a good little nap, didn't you?	1	little	M talking to SIB.
79	4	00:39:46	come on.	1	on	
79	4	00:39:46	should they add some blue?	1	some	
79	4	00:39:46	are your pants falling down?	1	down	
79	4	00:39:46	hold on.	1	on	
79	4	00:39:46	let me -- fold over your pants so they don't fall down.	2	over, down	
79	4	00:42:32	put it down.	1	down	
79	4	00:42:32	put those down.	1	down	
79	4	00:42:32	want to -- should we clean up?	1	up	
79	4	00:42:32	are you ready to clean up?	1	up	
79	4	00:42:32	do you want to clean up?	1	up	
79	4	00:42:32	come on.	1	on	
79	4	00:42:32	let's put the -- should we put the blocks away?	1	away	
79	4	00:43:51	all done with the blocks?	2	all, with	M and C talking simultaneously.
79	4	00:43:51	so let's -- let's do something -- let's have something to eat and then we'll come back to the blocks, ok?	1	back	
79	4	00:43:51	come on.	1	on	
79	4	00:43:51	come on, Jules.	1	on	M talking to SIB.
79	4	00:43:51	come on.	1	on	
79	4	00:43:51	come on, honey.	1	on	
79	4	00:28:40	sit on mommy's lap and you can read it to Julie.	1	on	
79	4	00:28:40	all done.	1	all	M and C talking simultaneously.
79	4	00:29:43	it's all in black and white because she sees in black and white.	3	all, in, in	
79	4	00:29:57	well, this is green, but Julie just sees in black and white.	1	in	
79	5	00:17:24	way higher.	1	higher	
79	5	00:17:24	she's not going to -- she's not going to mess up your blocks.	1	up	
79	5	00:17:24	what color should we do next?	1	next	
79	5	00:17:24	does he work in the suburbs or -- or in the city?	2	in, in	
79	5	00:19:23	no, right now he's in Florida.	2	right, in	
79	5	00:19:23	he's coming back tonight.	1	back	
79	5	00:19:31	you don't feel like dealing with me.	1	with	
79	5	00:19:31	I think the battery's out.	1	out	
79	5	00:19:31	the battery's out, Sam.	1	out	
79	5	00:19:31	the battery's out.	1	out	
79	5	00:19:31	battery's out.	1	out	
79	5	00:19:31	are you going to build it higher?	1	higher	
79	5	00:20:58	look in the box.	1	in	
79	5	00:21:27	car's going to go right through.	2	right, through	
79	5	00:21:27	should open the door and let the car out?	1	out	
79	5	00:21:34	is -- is that kind of like a car+wash how it goes in one way and out the other?	2	in, out	
79	5	00:21:34	are you -- ### you going to have to build it up again?	1	up	
79	5	00:15:54	I'll be right back.	2	right, back	
79	5	00:15:54	oh, you put the -- um, what about the soccer balls?	1	about	
79	5	00:16:51	should we -- should we put a face?	1	face	
79	5	00:16:53	should we put a face?	1	face	
79	5	00:16:54	should we put a head?	1	head	
79	5	00:16:59	ok, but Sammy, you have to stay on the line.	2	on, line	
79	5	00:17:00	I don't want it on the table, ok?	1	on	
79	5	00:17:03	you have to stay on the paper.	1	on	
79	5	00:17:23	that's the head.	1	head	
79	5	00:17:23	alright, now put another head.	1	head	
79	5	00:17:23	all done?	1	all	
79	5	00:17:23	should we put up the duffel bag?	1	up	
79	5	00:17:23	right there.	1	right	
79	5	00:17:23	should we put that next to the, um -- soccer balls?	1	next	
79	5	00:18:12	right there?	1	right	
79	5	00:18:34	what's in there?	1	in	
79	5	00:19:19	you put the cone down.	1	down	
79	5	00:19:19	let me get Julie something to play with.	1	with	
79	5	00:19:19	do you want me -- do you want to put the water bottle on?	1	on	
79	5	00:20:18	should I push you in?	1	in	
79	5	00:20:18	let me push you in.	1	in	M and C talking simultaneously.
79	5	00:20:18	to go over the feet?	1	over	
79	5	00:20:18	next page?	1	next	
79	5	00:20:18	was that in the way?	1	in	
79	5	00:20:18	should I move it way up here?	1	up	
79	5	00:20:18	I'll be right back.	2	right, back	
79	5	00:20:18	ok, all ###.	1	all	M and C talking simultaneously.
79	5	00:20:18	what stickers are you playing with?	1	with	
79	5	00:20:18	ok, I'll be right back.	2	right, back	
79	5	00:20:18	ok, hold on.	1	on	
79	5	00:20:18	I'll be right back.	2	right, back	
79	6	00:11:02	and what did we -- and what was in it?	1	in	
79	6	00:11:09	what was in the truck?	1	in	
79	6	00:11:12	what was in the truck?	1	in	
79	6	00:11:19	yes, they filled it with frosting.	1	with	M and C talking simultaneously.
79	6	00:11:20	you had frosting all over your face.	3	all, over, face	
79	6	00:11:22	and what are we going to have on your -- what birth+day's coming up?	2	on, up	
79	6	00:11:31	you're going to have trains on your cake this year.	1	on	
79	6	00:11:38	and what are we going to have on your birth+day cake this year?	1	on	
79	6	00:11:38	and what are we going to put in the trains?	1	in	
79	6	00:11:46	just like we put in the trucks last year.	2	in, last	
79	6	00:11:46	right?	1	right	
79	6	00:11:46	because whose birth+day was it last?	1	last	
79	6	00:12:08	and whose birth+day's next?	1	next	
79	6	00:12:12	what's going on next week?	2	on, next	
79	6	00:12:45	should we have a big track?	1	big	M and C talking simultaneously.
79	6	00:12:50	big trains?	1	big	
79	6	00:12:51	not little trains?	1	little	M and C talking simultaneously.
79	6	00:12:51	big trains.	1	big	
79	6	00:12:56	where on the train?	1	on	
79	6	00:13:06	you don't -- you want a caboose on your train?	1	on	
79	6	00:13:12	should we have these on your -- on your cake?	2	on, on	
79	6	00:14:12	you're right,	1	right	
79	6	00:15:55	ok, we can put blue up there.	1	up	
79	6	00:16:46	I'm going to build a road and you can put all your trains and your trucks and your cars on the road.	2	all, on	
79	6	00:17:35	they go in the bath+tub.	1	in	
79	6	00:17:42	oh, all the way to the train?	1	all	
79	6	00:17:42	I don't know where all the big blocks went.	2	all, big	
79	6	00:17:42	where've you been hiding all the blocks, Sam?	1	all	
79	6	00:17:42	all over the house?	2	all, over	M and C talking simultaneously.
79	6	00:19:00	so are we make -- it kind of looks like it's a rectangle.	1	rectangle	
79	6	00:19:08	you're right.	1	right	
