subject	session	row	p_utts	c_utts	context
73	1	491	---		M talking to F.
73	1	496	---		M talking to F.
73	1	500	---		M talking to F.
73	1	501	---		M talking to F.
73	1	502	---		M talking to F.
73	1	504	---		M talking to F.
73	1	505	---		M talking to F.
73	1	506	---		M talking to F.
73	1	508	---		M talking to F.
73	1	509	---		M talking to F.
73	1	516	---		M talking to F.
73	1	522	---		M talking to F.
73	1	523	---		M talking to F.
73	1	526	---		M talking to F.
73	1	527	---		M talking to F.
73	1	528	---		M talking to F.
73	1	533	---		M talking to F.
73	1	540	---		M talking to F. C leaves room.
73	1	543	---		M talking to F.
73	1	544	---		M talking to F.
73	1	545	---		M talking to F.
73	1	556	---		M talking to F. M nearly inaudible.
73	1	557	---		M talking to F. M nearly inaudible.
73	1	558	---		M talking to F. M nearly inaudible.
73	1	577	---		M talking to F.
73	1	583	---		M talking to F.
73	1	587	---		M talking to F.
73	1	591	---		M talking to F.
73	1	592	---		M talking to F.
73	1	598	---		M talking to F.
73	1	602			C watching tv by herself in SIB1's room. M and SIB1 in kitchen. M talking to SIB1, nearly inaudible. F talking to C from time to time.
73	1	604	---		M talking to F. F, SIB1, C in SIB1's room. M in hallway. C and SIB1 building with blocks.
73	1	605	---		M talking to F. C and SIB1 playing with blocks.
73	1	606	---		M talking to F. C and SIB1 playing with blocks.
73	1	607	---		M talking to F. C and SIB1 playing with blocks.
73	1	608	---		M talking to F. C and SIB1 playing with blocks.
73	1	609	---		M talking to F. C and SIB1 playing with blocks.
73	1	610	---		M talking to F. C and SIB1 playing with blocks.
73	1	611	---		M talking to F. C and SIB1 playing with blocks.
73	1	612	---		M talking to F. C and SIB1 playing with blocks.
73	1	613	---		M talking to F. C and SIB1 playing with blocks.
73	1	614	---		M talking to F. C and SIB1 playing with blocks.
73	1	615	---		M talking to F. C and SIB1 playing with blocks.
73	1	616	---		M talking to F. C and SIB1 playing with blocks.
73	1	617	---		M talking to F. C and SIB1 playing with blocks.
73	1	720		###	C says something, sounds like \"yeah\". F talking with C. F repeats \"yeah\" after C's utterance.
73	1	721	---		M talking to F.
73	1	723	---		M talking to F.
73	1	724	---		M talking to F.
73	1	725	---		M talking to F.
73	1	726	---		M talking to F.
73	1	753	---		M talking to F.
73	2	1	---		M talking to E. C,F,S in living room.
73	2	2	---		M talking to E. C,F,S in living room.
73	2	3	---		M talking to E. C,F,S in living room.
73	2	62	---		M talking to F.
73	2	94	---		M talking to F.
73	2	244	---		M talking to F.
73	2	248	---		M talking to F.
73	2	253	---		M talking to F.
73	2	255	---		M talking to F.
73	2	260	---		M talking to F.
73	2	269	---		M talking to F.
73	2	272	---		M talking to F.
73	2	279	---		M talking to F.
73	2	281	---		M talking to F.
73	2	292	---		M talking to F.
73	2	293	---		M talking to F.
73	2	295	---		M talking to F.
73	2	300	---		M talking to F.
73	2	307	---		M talking to F.
73	2	309	---		M talking to F.
73	2	310	---		M talking to F.
73	2	313	---		M talking to F.
73	2	325	---		M talking to F.
73	2	329	---		M talking to F.
73	2	331	---		M talking to F.
73	2	336	---		M talking to F.
73	2	338	---		M talking to F.
73	2	342	---		M talking to F.
73	2	346	---		M talking to F.
73	2	348	---		M talking to F.
73	2	357	---		M talking to F.
73	2	359	---		M talking to F.
73	2	370	---		M talking to F.
73	2	378	---		M talking to F.
73	2	386	---		M talking to F.
73	2	394	---		M talking to F. C in hallway playing with toy.
73	2	430	---		M talking to F.
73	2	865	---		M talking to F.
73	2	867	---		M talking to F.
73	2	868	---	Ma.	M talking to F.
73	2	869	---		M talking to F.
73	2	878	---		M talking to F.
73	2	881	---		M talking to F.
73	3	47	---		M talking to F.
73	3	61	---		M talking to F. C eating, watching tv.
73	3	75	---		M talking to F.
73	3	88	---		M talking to F.
73	3	98	---		M talking to F.
73	3	186	---		M talking to F in living room.
73	3	200	###		F vacuuming. M talking to C. Unable to hear anything M is saying.
73	3	203	###		F vacuuming. M talking to C. Unable to hear anything M is saying.
73	3	205	###		F vacuuming. M talking to C. Unable to hear anything M is saying.
73	3	208	###		F vacuuming. M talking to C. Unable to hear anything M is saying.
73	3	209	---		M talking to F.
73	3	321	---		M talking to F.
73	3	780	---		M talking to F.
73	3	1093	---		M talking to F.
73	4	186	---		M talking to F.
73	4	196	---		M talking to F.
73	4	197		ok.	C talking to F
73	4	210	---		M talking to F.
73	4	216	---		M talking to F.
73	4	221		daddy.	C talking to F
73	4	230		yeah.	C talking to F
73	4	234	---		M talking to F.
73	4	240	---		M talking to F.
73	4	244		a towel.	C talking to F
73	4	260	---		M talking to F.
73	4	263	---		M talking to F.
73	4	376	---		M talking to F.
73	4	378		daddy.	C talking to F
73	4	405	---		M talking to F.
73	4	606	---		M talking to F.
73	4	701	---		M talking to F. 00:59:51 End of tape one.
73	4	702	---		M talking to F. Beginning of tape two.
73	4	714	---		M talking to F.
73	4	783	---		M talking to F.  M and F in living room.
73	4	793	---		M talking to F.
73	4	805	---		M talking to F. C in bedroom.
73	4	847	---		M talking to F.
73	4	853	---		M talking to F.
73	4	861	---		M talking to F.
73	4	881	---		M talking to F.
73	4	887	---		M talking to F in other room.
73	5	1	---		M talking to F. C watching tv.
73	5	4	---		M talking to F. C watching tv.
73	5	32	---		M talking to F.
73	5	972	---		M talking to F.
73	5	1052	---		M talking to F.
73	5	1397	---		M talking to F.
73	5	1400	---		M talking to F.
73	5	1517	---		M talking to F.
73	5	1519	---		M talking to F.
73	5	1528	---		M talking to F.
73	5	1543	---		M talking to F.
73	5	1639	---		M talking to F. C watching tv by herself.
73	6	8		move forward Justin.	C talks to sib.
73	6	13		no.	C talks to sib.
73	6	242	---		M talks to F.
73	6	250	---		M talks to F.
73	6	272	---		M talks to F..
73	6	318		let's go.	C talks to sib.
73	6	319		come on, fight.	C talks to sib.
73	6	320		oh.	C talks to sib.
73	6	321		let's bang.	C talks to sib.
73	6	322		come on.	C talks to sib.
73	6	323		oh, boom	C talks to sib.
73	6	324		give --	C talks to sib.
73	6	325		no.	C talks to sib.
73	6	326		no.	C talks to sib.
73	6	327		no.	C talks to sib.
73	6	328		yes.	C talks to sib.
73	6	329		move Justin.	C talks to sib.
73	6	332		I said like this Justin.	C talks to sib.
73	6	333		Justin like this.	C talks to sib.
73	6	334		Justin could I do like this?	C talks to sib.
73	6	349		I want one ride.	C talks to sib.
73	6	350		come on.	C talks to sib.
73	6	351		ow.	C talks to sib.
73	6	352		ah.	C talks to sib.
73	6	353		you scared.	C talks to sib.
73	6	354		ah.	C talks to sib.
73	6	355		come on Justin.	C talks to sib.
73	6	466	---		M talks to F.
73	6	540	---		M talks to F.
73	6	640	---		M talks to F.
73	6	728		Justin look at me.	C talks to sib.
73	6	729		Justin look at me.	C talks to sib.
73	6	730		and see me.	C talks to sib.
73	6	731		Justin look at me.	C talks to sib.
73	6	732		look at me.	C talks to sib.
73	6	733		Justin.	C talks to sib.
73	6	734		look at me.	C talks to sib.
73	6	736		Justin.	C talks to sib.
73	6	740	---		M talks to F.
73	6	750		let me see.	C talks to sib.
73	6	756	---		M talks to F.
73	6	782	---		M talks to F.
73	6	798	---		M talks to F.
73	6	815	---		M talks to F.
73	6	841	---		M talks to F.
73	6	958	---		M talks to F.
73	6	967	---		M talks to F.
73	6	983	---		M talks to F.
73	6	988	---		M talks to F.
73	6	989		no.	C talks to F.
73	6	990		I not finished.	C talks to F.
73	6	992		no.	C talks to F.
73	6	993		no.	C talks to F.
73	6	994		I don't want to go.	C talks to F.
73	6	998		I want to stay with Wrangler.	C talks to F.
73	6	999		I don't want to.	C talks to F.
73	6	1000		no.	C talks to F.
73	6	1003		hm_Mm.	C talks to F.
73	6	1004		mine.	C talks to F.
73	6	1005		no.	C talks to F.
73	6	1008		no.	C talks to F.
73	6	1012	---		M talks to F.
73	6	1020	---		M talks to F.
73	6	1026	---		M talks to F.
73	8	1354		it's a sticker.	C talking to sib.
73	8	1355		a sticker.	C talking to sib.
73	11	70		and this is where we see on t+v.	M talks with F
73	11	206	she always draws these peanut shaped head things.		F talking to E
73	11	207	I don't know what they are.		F talking to E
73	11	255			F talks to E
73	11	514			F M and Sib talk to E
73	11	570			F talks with E
73	11	654			F talks to E
73	11	709			F talks with E
73	11	799			F talks with E
73	12	48			M and F talk
73	12	83			M talks with F
73	12	142			M talks with F
73	12	178			F talks to E
73	12	276			F talks to E
73	12	364			F talks to E and M
73	12	459			F talks with M
73	12	474			M talks with F
73	12	988			SIB1 talks to parents
74	2	9		dada.	C talking to F.
74	2	12	---		M talking to F.
74	2	177	---		M talking to F.
74	2	249	---		M talking to F.
74	2	261	---		M talking to F.
74	3	57	---		M talking to F.
74	3	91	---		M talking to F.
74	3	109	---		M talking to F.
74	3	112	---		M talking to F.
74	3	122	---		M talking to F.
74	3	128	---		M talking to F.
74	3	153	---		M talking to F.
74	3	155	---		M talking to F.
74	3	168	---		M talking to F.
74	3	247	---		M talking to F.
74	3	249	---		M talking to F.
74	3	257	---		M talking to F.
74	3	262	---		M talking to F.
74	3	274	---		M talking to F.
74	3	283	---		M talking to F.
74	3	317	---		M talking to F.
74	3	448	---		M talking to F.
74	3	463	---		M talking to F.
74	3	477	---		M talking to F.
74	3	480	---		M talking to F.
74	3	552	---		M talking to F.
74	4	49	---		M in other room, talking to sib.
74	4	275	---		M talking to sib.
74	4	340	---		M talking to sib.
74	4	354	---		M talking to sib.
74	4	413	---		M talking to sib.
74	4	563	---		M talking to sib.
74	4	857	---		M talking to sib.
74	4	970	---		Beginning of tape two. M talking to sib.
74	4	1138	---	whoa!	M talking to sib.
74	5	876	---		M talking to F.
74	5	891	---		M talking to F.
74	7	791			M gestures to C while talking to sib.
75	1	538	hi Jo.		M  speaks for lego guy. Pretending lego guy is talking.
75	3	1568	---		M talking to F.
75	6	169	Sara, what's Joe doing?		M talks to sib.
75	6	170	hmm?		M talks to sib.
75	10	809		###	C says something like \"blev\", possibly a reduced form of \"number eleven\"
76	1	821			Friend talks to C.
76	1	887			Friend takes phone from C. Pretends to talk into it.
76	1	1162		huh?	Friend talking to C.
76	2	838	---		M talking to F.
76	2	1276	---		M talking to F. 01:00:26 End of Tape 1.
77	1	40			Friend talking to C.
77	1	51			Friend talking  to C and keeping her out of the kitchen.
77	1	55			Friend talking  to C and keeping her out of the kitchen.
77	2	119			Friend does a gesture while saying \"shame-shame\" that C immitates; rubbing two fingers together.
77	4	1	---		M talking to her sister.
77	4	3	---		M talking to her sister.
77	4	6	---		M talking to her sister.
77	4	11	---		M talking and gesturing to her sister.
77	4	18	---		M talking to her sister.
77	4	42	---		M talking to her sister.
77	4	49	---		M talking to her sister.
77	4	52	---		M talking to her sister.
77	4	60	---		M talking to her sister while C watches TV.
77	4	66	---		M talking to her sister.
77	4	83	---		M talking to her sister.
77	4	94	---		M talking to sister.
77	4	100	---		M talking to sister.
77	4	105	---		M talking to sister.
77	4	108	---		M talking to sister.
77	4	109	---		M talking to her sister while C eats cereal.
77	4	112	---		M talking to her sister while C eats cereal.
77	4	114	---		M talking to sister.
77	4	115	---		M talking to her sister while C eats cereal.
77	4	119	---		M talking to sister.
77	4	124	---		M talking to sister.
77	4	126	---		M talking to sister.
77	4	128	---		M talking to sister.
77	4	130	---		M talking to sister.
77	4	137	---		M talking to sister.
77	4	141	---	---	C babbling/singing while M and her sister talking.
77	4	151	---		M talking to sister.
77	4	158	---		M talking to sister.
77	4	161	---		M talking to sister.
77	4	178	---		M talking to her sister.
77	4	187	---		M talking to her sister.
77	4	203	---		M talking to her sister.
77	4	206	---		M talking to her sister.
77	4	215	---		M talking to her sister.
77	4	228	---		M and sister talking by table while C's playing in living room.
77	4	253	---		M talking to her sister.
77	4	266	---	Elmo.	M talking to her sister.
77	4	268	---		M talking to her sister.
77	4	294	---		M talking to her sister.
77	4	304	---		M talking to her sister.
77	4	309	---		M talking to her sister.
77	4	314		they go ###.	C talking and gesturing to lady she lives w/ in living room while M's still talking to sister in other room.
77	4	332	---		M and sister talking; C goes back in living room.
77	4	347	---		M still talking to her sister.
77	4	349	---		M still talking to her sister.
77	4	361	---		M talking to her sister.
77	4	365	---		M talking to her sister.
77	4	367			C in living room while M talking to her sister.
77	4	372	---		M talking to her sister.
77	4	374	---		M talking to her sister.
77	4	403	---		M talking to her sister.
77	4	418	---		M talking to sister.
77	4	464	---		M talking to her sister and Tamika
77	4	467	---		M talking to her sister.
77	4	485	---		M talking to her sister.
77	4	493	---		M talking to her sister.
77	4	497	---		M talking to her sister and Tamika.
77	4	499	---		M talking to her sister and Tamika.
77	4	505	---		M talking to her sister.
77	4	508	---		M talking to her sister.
77	4	510	---		M talking to her sister.
77	4	521	---		M talking to her sister.
77	4	530	---		M talking to her sister and Tamika.
77	4	535	---		M talking to her sister.
77	4	537	---		M talking to her sister.
77	4	541	---		M talking to Tamika & her sister.
77	4	545	---		M talking to sister.
77	4	548	---		M talking to Tamika & her sister.
77	4	551	---		M talking to Tamika & her sister.
77	4	560	---		M still talking to Tamika & her sister.
77	4	602	---		M talking to her sister.
77	4	606	---		M talking to her sister.
77	4	611	---		M talking to her sister.
77	4	629	---		M talking to her sister
77	4	632	---		M talking to her sister
77	7	229	what?		TAPE SKIPS, E talks to C
78	7	1339			M and E talking to F.
78	7	1340			F talking to C.
78	7	1420			M talking to F.
78	7	1421			F talking to C.
79	5	1366		hi daddy!	C talking on phone to F.
79	6	13			F talking to C.
79	6	38	---		M and F talking.
79	6	50	---		M talking to F.
79	6	61			F talking to C.
79	6	71	---		M talking to F.
79	6	123		I need sign the boat, daddy.	C talking to F.
79	6	124		need to sign the boat.	C talking to F.
79	6	134		which one?	C talking to F.
79	6	135		which one?	C talking to F.
79	6	136		which one?	C talking to F.
79	6	137	---		M talking to F.
79	6	138		to paint+ the boat.	C talking to F.
79	6	139		I going to paint+ the boat.	C talking to F.
79	6	140		this boat?	C talking to F.
79	6	141		uhoh.	C talking to F.
79	6	142		### in.	C talking to F.
79	6	143		like that.	C talking to F.
79	6	144		thank+you.	C talking to F.
79	6	571	---		M talking to F.
79	6	574		a train track.	C talking to F.
79	6	575		yeah.	C talking to F.
79	6	579		to Boston.	C talking to F.
79	6	580		yup.	C talking to F.
79	6	622	---		M talking to F.
79	6	627	---		M talking to F
79	6	630	---		M talking to F
79	6	654	---		M talkig to F.
79	6	1313	---		M talking to F.
79	6	1323		leave --	C talking to F.
79	6	1324	---	### --	C and M talking to F.
79	6	1325		###.	C talking to F.
79	6	1442	---		M talking to F.
79	6	1589	---		M talking to F.
79	6	1598	---		M talking to F.
79	6	1611	---		M talking to F.
79	7	1215	cheese.	here you go.	C talking to sib.
79	8	490			younger sibling talking to mother
79	8	935			younger sibling talking to mother
80	2	1340	---		M talking to Papa.
81	2	45	---		M talking to F.
81	2	248	---		M talking to F.
81	3	203	---		M talking to F.
81	3	340	---		M talking to F.
81	3	388	---		M talking to F.
81	5	485	---		M talking to C's grandparents.
81	5	1154	---		M talking to grandfather.
81	6	239		you want to play, daddy?	C talking to F
81	6	340	---		F and Grandpa talking in background
81	7	521		I got a baby.	C talking to F
81	7	522		yeah.	C talking to F
81	7	523		I --	C talking to F
81	7	524		I don't know.	C talking to F
81	7	525		mm no.	C talking to F
81	7	526		he's wants binky.	C talking to F
81	7	527		yeah.	C talking to F
81	7	528		he wants her blanket.	C talking to F
81	7	530		that's not for Kaley's.	C talking to F
81	7	531		for Ernie's.	C talking to F
81	7	532		but I'm thirsty.	C talking to F
81	7	533		that's Ernie's.	C talking to F
81	7	534		he say goo goo ga ga.	C talking to F
81	7	535		he -- he want that.	C talking to F
81	7	538		it's water.	C talking to F
81	7	539		no.	C talking to F
81	7	540		I don't want any.	C talking to F
81	7	542		yeah.	C talking to F
81	7	543		yeah.	C talking to F
81	7	544		###	C talking to F
81	7	545		that's mommy's.	C talking to F
81	7	546		mommy bought them for me.	C talking to F
81	7	547		yes she did.	C talking to F
81	7	555		where's the baby's clothes at?	C talking to F
81	8	923		can you open it?	C talking to grandfather
81	8	1068			TAPE SKIPS, people talking to E
81	10	884		morning, Daddy.	C speaks to F and F responds
81	10	936		well, got to get back to work.	C is talking to photo of GM and GP
81	11	711			C watching TV alone, grandparents talking in kitchen
81	11	713			C still watching TV alone, grandparents talking in kitchen
81	11	714			C still watching TV alone, grandparents talking in kitchen
81	11	717			C still watching TV alone, grandparents talking in kitchen
81	11	718			C still watching TV alone, grandparents talking in kitchen
81	11	719			C still watching TV alone, grandparents talking in kitchen
81	12	5		can -- can you and me go play baseball?	C speaking to GF in kitchen
81	12	7		yeah, watch me.	GF says E will watch
81	12	11		we need the balls.	GF outside with C talking to her
81	12	28	---		GF and G talk in kitchen
81	12	374	---		G talking to GF in kitchen, C alone in bedroom
81	12	390	---		G talking to GF in kitchen, C alone in other room
81	12	397	---		G talking to GF
81	12	582	---		GF talking to G in kitchen
82	1	186		###	C says something, possible bush. C points to palm, lifts both hands. Unclear what the gesture is.
82	1	490		###	C says something, possibly snowman.
82	3	890	---		M talking to sister.
82	3	892	---		M talking to sister.
82	3	896	---		M talking to sister.
82	3	899	---		M talking to sister.
82	3	907	---		M talking to sister.
82	3	909	---		M talking to sister.
82	3	911	---		M talking to sister.
82	3	913	---		M talking to sister.
82	3	915	---		M talking to sister.
82	3	917	---		M talking to sister.
82	3	919	---		M talking to sister.
82	3	1035	---		M talking to sister.
82	3	1054	---		M talking to nephew and sister.
82	3	1059	---		M talking to sister.
82	3	1065	---		M talking to nephew. M continues conversation with sister.
82	5	126		hey daddy.	C talking to F on the phone.
82	5	887	---		M talking to Uncle Frank.
82	5	1277	she start off nice?		M talking to her father.
82	5	1280	---		M talking to her father.
82	5	1285	---		M talking to her father.
82	5	1296	---		M talking to her father.
83	1	21	---		M talking to F.
83	1	24	---		M talking to F.
83	1	25	---		M talking to F.
83	1	33	---		M talking to F.
83	1	39	---		M talking to F.
83	1	40	---		M talking to F.
83	1	92	---		M talking to F. C and SIB1 watching Teletubbies.
83	1	101	---		M talking to F in kitchen.
83	1	102	---		M talking to F in kitchen.
83	1	103	---		M talking to F in kitchen.
83	1	104	---		M talking to F in kitchen.
83	1	105	---		M talking to F in kitchen.
83	1	106	---		M talking to F in kitchen.
83	1	107	---		M talking to F in kitchen.
83	1	108	---		M talking to F in kitchen.
83	1	109	---		M talking to F in kitchen.
83	1	168	---		M talking to F.
83	1	170	---		M talking to F.
83	1	171	---		M talking to F. F gives C to M.
83	1	221	---		M talking to F.
83	1	222	---		M talking to F.
83	1	223	---		M talking to F.
83	1	224	cook you?		M talking to SIB1. M and Sib1 go into kitchen, F and C wathing train video in living room.
83	1	243	---		M talking to F.
83	1	244	---		M talking to F.
83	1	247	---		M talking to F.
83	1	251	---		M talking to F.
83	1	299	---		M talking to F.
83	1	300	---		M talking to F.
83	1	301	---		M talking to F.
83	1	302	---		M talking to F.
83	1	303	---		M talking to F. F goes downstairs.
83	1	338	---		M talking to F.
83	1	394	---		M talking to F.
83	1	408	can you just sit down and eat that?		M talking to SIB1. SIB1 not visible.
83	1	642	and then Paddington cleans the store.		M talking to SIB1. SIB1 looking at Paddington book.
83	1	673	---		M talking to F.
83	1	674	---		M talking to F.
83	1	676	I told you not to touch my glasses and you did.		M talking to SIB1. F picks SIB1 up.
83	1	677	---		M talking to F.
83	1	678	---		C crawls toward SIB1 and F. M talking to F.
83	1	679	---		M talking to F.
83	1	682	---		M talking to F.
83	1	820	---		M talking to F.
83	1	821	---		M talking to F.
83	1	836	---		M talking to F.
83	1	837	---		M talking to F.
83	1	847	---		M talking to F.
83	1	848	---		M talking to F.
83	1	861	---		M talking to F.
83	1	862	---		M talking to F.
83	1	863	---		M talking to F.
83	1	865	---		M talking to F.
83	1	866	---		M talking to F.
83	1	872	---		M talking to F.
83	1	873	---		M talking to F.
83	1	874	---		M talking to F.
83	1	892	---		M talking to F.
83	1	893	---		M talking to F.
83	1	929	---		M talking to F.
83	1	930	---		M talking to F.
83	1	1011	---		M talking to F.
83	1	1012	---		M talking to F.
83	1	1013	---		M talking to F.
83	1	1014	---		M talking to F.
83	1	1041	---		M talking to F.
83	1	1042	---		M talking to F.
83	1	1043	---		M talking to F.
83	1	1065	---		M talking to F.
83	1	1066	---		M talking to F. C crawls to F.
83	1	1072	---		M talking to F.
83	1	1073	---		M talking to F.
83	1	1074	---		M talking to F.
83	1	1100	---		M talking to F.
83	1	1101	---		M talking to F.
83	1	1102	---		M talking to F.
83	1	1105	---		M talking to F.
83	4	5	---		M talking to F.
83	4	29	---		M talking to F.
83	4	43	---		M talking to F.
83	4	215	---		M talking to sib across yard.
83	4	218	---		M talking to sib across yard.
83	4	228	---		M talking to sib.
83	4	234	---		M talking to sib.
83	4	270	---		M talking to sib.
83	4	281	---		M talking to sib throughout next few minutes. C not paying attention.
83	4	295	---		M talking to sib.
83	4	303	---		M talking to sib.
83	4	305	---		M talking to sib.
83	4	308	---		M talking to sib.
83	4	425	---		M talking to sib.
83	4	433	---		M talking to sib.
83	4	445	---		M talking to sib.
83	4	481	---		M talking to sib.
83	4	499	---		M talking to sib.
83	4	505	---		M talking to sib.
83	4	511	---		M talking to sib. 01:00:01 End of tape one.
83	4	512	---		M talking to sib. Beginning of tape two.
83	4	515	---		M talking to sib.
83	4	527	---		M talking to sib.
83	4	529	---		M talking to sib.
83	4	534	---		M talking to sib.
83	4	568	---		M talking to sib.
83	4	576	---		M talking to sib.
83	4	580	---		M talking to sib.
83	4	588	---		M talking to sib.
83	4	608	---		M talking to sib.
83	4	621	---		M talking to sib.
83	4	623	---		M talking to sib.
83	4	628	---		M talking to sib.
83	4	631	---		M talking to sib.
83	4	634	---		M talking to sib.
83	4	636	---		M talking to sib.
83	4	655	---		M talking to sib.
83	4	660	---		M talking to sib.
83	4	664	---		M talking to sib.
83	4	667	---		M talking to sib.
83	4	672	---		M talking to sib.
83	4	684	---		M talking to sib.
83	4	725	---		M talking to sib.
83	4	730	---		M talking to sib.
83	4	744	---		M talking to sib.
83	4	751	---		M talking to sib.
83	4	758	---		M talking to sib.
83	4	765	---		M talking to sib.
83	4	770	---		M talking to sib. 00:30:00 Beginning of number task.
83	6	2		ok.	C talks to sib.
83	6	10		thank+you.	C talks to sib.
83	6	14		no.	C talks to sib.
83	6	15		no.	C talks to sib.
83	6	16		no.	C talks to sib.
83	6	17		no.	C talks to sib.
83	6	20		Potato_Head.	C talks to sib.
83	6	21		yeah.	C talks to sib.
83	6	23		this.	C talks to sib.
83	6	24		this.	C talks to sib.
83	6	25		this.	C talks to sib.
83	6	26		this.	C talks to sib.
83	6	27		this.	C talks to sib.
83	6	70		blocks.	C talks to sib.
83	6	76		Katy.	C talks to sib.
83	6	77		my -- oh, my castle fell down.	C talks to sib.
83	6	78		no.	C talks to sib.
83	6	80		fell down.	C talks to sib.
83	6	83		no.	C talks to sib.
83	6	84		hey, my castle.	C talks to sib.
83	6	92		look at my castle.	C talks to sib.
83	6	93		yeah.	C talks to sib.
83	6	94		yeah.	C talks to sib.
83	6	95		look.	C talks to sib.
83	6	96		no.	C talks to sib.
83	6	97		no.	C talks to sib.
83	6	98		no.	C talks to sib.
83	6	119		yeah.	C talks to sib.
83	6	120		this.	C talks to sib.
83	6	121		no.	C talks to sib.
83	6	122		no.	C talks to sib.
83	6	123		oh.	C talks to sib.
83	6	124		yellow.	C talks to sib.
83	6	125		yellow.	C talks to sib.
83	6	126		###	C talks to sib.
83	6	127		yup.	C talks to sib.
83	6	406	---		M talks to F.
83	6	407		a doing?	C talks to F.
83	6	410	---		M talks to F.
83	6	434	---		M talks to F.
83	6	464	---		M talks to F.
83	6	485	---		M talks to F.
83	6	490	I said you could see where it's all nicked up.		M talks to F.
83	6	516		a doing?	C talks to F.
83	6	528	---		M talks to F.
83	6	531		look, look, dad.	C talking to sib.
83	6	532		a big, big.	C talking to F.
83	6	594	---		M talks to F.
83	6	597	---		M talks to F
83	6	601	---		M talks to F.
83	6	640		yuck.	C talks to F.
83	6	641		oh, yucky yuck.	C talks to F.
83	6	642		yucky.	C talks to F.
83	6	653	---		M talks to F.
83	6	662	---		M talks to F.
83	6	670	---		M talks to F
83	6	683	---		M talks to F.
83	6	689	---		M talks to F.
83	6	695	---		M talks to F.
83	6	715	---		M talks to F. Can't hear clearly.
83	6	771	---		M talks to F.
83	6	783	---		M talks to F.
83	6	818	---		M talks on Phone.
83	7	1771		taking the pictures.	C talks to F.
83	7	1772		taking the pictures.	C talks to F.
83	7	1775		###.	C talks to F.
83	7	1776		no.	C talks to F.
83	7	1777		what?	C talks to F.
83	7	1780		a walking?	C talks to F.
83	7	1787		take a picture.	C talks to sib.
83	7	1788		take a picture.	C talks to sib.
83	7	1794		um.	C talks to F.
83	7	1797		this.	C talks to F.
83	7	1798		and this.	C talks to F.
83	7	1801		###.	C talks to F.
83	7	1802		yellow and blue.	C talks to F.
83	7	1803		and purple and purple and purple.	C talks to F.
83	7	1805		I go walk.	C talks to F.
83	7	1806		no I do.	C talks to F.
83	7	1828		ok.	C talks to F.
83	7	1834		bye dad.	C talks to F.
84	6	315	---		M talking to F
84	6	330	---		M talking to F
84	6	333	---		M talking to F
84	6	451	blue?		sib has said he wants a blue marker
84	6	709		mmhm?	C talking to sib
84	9	585		what?	C talking to sib
84	9	591		ok help me.	C talking to sib
84	9	593		Riley another track!	C talking to sib.
84	9	617		I put your --	C talking to sib
84	9	739		uhhuh.	C talking to sib
84	9	1003		hey don't let my choochoos fall over.	C talking to sib
84	9	1135		what hot dogs?	C talking to sib
84	9	1361		yay, look ###	C talking to sib
84	9	1421		I not broke that.	C talking to sib
84	9	1453		what?	C talking to sib
84	9	1454		yeah.	C talking to sib
84	9	1455		mmhm.	C talking to sib
84	9	1456		red.	C talking to sib
84	9	1457		sorry.	C talking to sib
84	9	1458		I --	C talking to sib
84	9	1459		ow.	C talking to sib
84	9	1460	don't throw at Ry_Ry.		C talking to sib
84	9	1461		oh yeah ###	C talking to sib
84	9	1462		you need a -- more more ###	C talking to sib
84	9	1463		one.	C talking to sib
84	9	1464		two.	C talking to sib
84	9	1465		three.	C talking to sib
84	9	1466		four.	C talking to sib
84	9	1467		five.	C talking to sib
84	9	1468		six.	C talking to sib
84	9	1469		you got six truck.	C talking to sib
84	9	1470		one.	C talking to sib
84	9	1471		two.	C talking to sib
84	9	1472		three.	C talking to sib
84	9	1473		oh you got three trucks, yeah.	C talking to sib
84	10	115	---		M continues to talk with F for about a minute
87	1	1	---		M talking to grandfather.
87	1	7	---		M talking to grandfather.
87	1	9	---		M talking to grandfather.
87	1	10	---		M talking to grandfather.
87	1	11	---		M talking to grandfather.
87	1	12	---		M talking to grandfather.
87	1	13	I don't know.		M talking to herself, trying to fix tv. M leaves room. C in living room with SIB1 and grandfather.
87	1	15	---		M talking to grandfather.
87	1	16	---		M talking to grandfather.
87	1	17	---		M talking to grandfather.
87	1	18	---		M talking to grandfather. C playing with grandfather.
87	1	19	---		M in kitchen, can faintly here M talking on phone. Phone conversation ends at 00:09:51.
87	1	28	---		M talking to grandfather. M re-enters room.
87	1	29	---		M talking to grandfather.
87	1	30	---		M talking to grandfather.
87	1	32	---		M talking to grandfather.
87	1	33	---		M talking to grandfather.
87	1	34	---		M talking to grandfather.
87	1	35	---		M talking to grandfather.
87	1	36	---		M talking to grandfather.
87	1	39	---		M talking to grandfather.
87	1	54	---		M talking to grandfather.
87	1	55	---		M talking to grandfather.
87	1	56	---		M talking to grandfather.
87	1	57	---		M talking to grandfather.
87	1	59	---		M talking to grandfather.
87	1	63	---		M talking to grandfather.
87	1	68	---		M talking to grandfather.
87	1	69	---		M talking to grandfather.
87	1	70	---		M talking to grandfather.
87	1	71	---		M talking to grandfather.
87	1	77	---		M talking to grandfather.
87	1	105	---		M talking to grandfather.
87	1	120	---		M talking to grandfather.
87	1	121	---		M talking to grandfather.
87	1	122	---		M talking to grandfather.
